Befolkningen efter tid, statsborgerskab, alder, distrikt og køn;;;;;;
Enhed: Antal;;;;;;
;;;;all genders;Male;Female
;;;Lokaludvalg - Christianshavn;436;208;228
;;;Lokaludvalg - Østerbro;3890;1783;2107
;;;Lokaludvalg - Nørrebro;5235;2438;2797
;;;Lokaludvalg - Vesterbro;2259;1005;1254
;;;Lokaludvalg - Kgs. Enghave;4029;1883;2146
;;;Lokaludvalg - Valby;7022;3444;3578
;;;Lokaludvalg - Vanløse;2242;1110;1132
;;;Lokaludvalg - Brønshøj-Husum;7060;3435;3625
;;;Lokaludvalg - Bispebjerg;5864;2850;3014
;;;Lokaludvalg - Amager Øst;4548;2089;2459
;;;Lokaludvalg - Amager Vest;8884;4061;4823
;;;Lokaludvalg - Uden for inddeling;477;342;135
;;;Indre By - Middelalderbyen;393;213;180
;;;Indre By - Metropolzonen;142;66;76
;;;Indre By - Nansensgade-kvarteret;167;81;86
;;;Indre By - Øster Farimagsgade-kvarteret;306;124;182
;;;Indre By - Østerport;171;81;90
;;;Indre By - Frederiksstaden;375;156;219
;;;Indre By - Gammelholm og Nyhavn;140;41;99
;;;Christianshavn - Neden Vandet;155;78;77
;;;Christianshavn - Oven Vandet;189;86;103
;;;Christianshavn - Holmen og Refshaleøen;92;44;48
;;;Østerbro - Nord/Komponistkvarteret;88;38;50
;;;Østerbro - Svanemøllen Syd/Øst;678;330;348
;;;Østerbro - Århusgade Nord;289;133;156
;;;Østerbro - Århusgade Syd;304;146;158
;;;Østerbro - Rosenvænget;351;173;178
;;;Østerbro - Ny Ryvang;385;191;194
;;;Østerbro - Nord;335;119;216
;;;Østerbro - Nordhavn;532;231;301
;;;Østerbro - Lyngbyvej Vest;312;149;163
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;298;134;164
;;;Østerbro - Fælled;318;139;179
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;996;504;492
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;1347;608;739
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;797;374;423
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;1163;520;643
;;;Nørrebro - Haraldsgade-kvarteret;932;432;500
;;;Vesterbro - Vest;701;270;431
;;;Vesterbro - Central;790;366;424
;;;Vesterbro - Øst;367;179;188
;;;Vesterbro - Syd;401;190;211
;;;Kgs. Enghave - Bavnehøj;365;177;188
;;;Kgs. Enghave - Gl. Sydhavn;1835;861;974
;;;Kgs. Enghave - Holmene;1829;845;984
;;;Valby - Gl. Valby;704;333;371
;;;Valby - Syd;2418;1126;1292
;;;Valby - Ålholm;617;291;326
;;;Valby - Valby Sydvest;2275;1167;1108
;;;Valby - Vigerslev;1008;527;481
;;;Vanløse - Jyllingevej Kvarter;714;369;345
;;;Vanløse - Jernbane Allé Kvarter;879;439;440
;;;Vanløse - Sallingvej Kvarter;449;202;247
;;;Vanløse - Grøndals Park Kvarter;200;100;100
;;;Brønshøj-Husum - Husum;1822;930;892
;;;Brønshøj-Husum - Husum Nord;2246;1082;1164
;;;Brønshøj-Husum - Tingbjerg;1713;836;877
;;;Brønshøj-Husum - Brønshøj;459;221;238
;;;Brønshøj-Husum - Bellahøj;820;366;454
;;;Bispebjerg - Emdrup;329;173;156
;;;Bispebjerg- Ryparken-Lundehus;925;424;501
;;;Bispebjerg - Bispebjerg;616;316;300
;;;Bispebjerg - Utterslev;799;388;411
;;;Bispebjerg - Nordvest;3195;1549;1646
;;;Amager Øst - Amagerbro Øst;1507;677;830
;;;Amager Øst - Sundbyøster;605;250;355
;;;Amager Øst - Villakvartererne;1132;573;559
;;;Amager Øst - Nordøstamager;1304;589;715
;;;Amager Vest - Amagerbro Vest;153;67;86
;;;Amager Vest - Bryggen Syd;229;96;133
;;;Amager Vest - Faste Batteri;336;152;184
;;;Amager Vest - Gamle Bryggen;224;96;128
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);294;121;173
;;;Amager Vest - Kolonihavekvarteret;563;248;315
;;;Amager Vest - Sundbyvester;808;389;419
;;;Amager Vest - Sundholmsvejs kvarteret;1198;576;622
;;;Amager Vest - Urbanplanen;617;290;327
;;;Amager Vest - Ørestad City;2346;1066;1280
;;;Amager Vest - Ørestad Syd;2116;960;1156
;;0-4 years;København i alt;1911;988;923
;;;Bydel - Indre By;34;17;17
;;;Bydel - Østerbro;120;67;53
;;;Bydel - Nørrebro;99;45;54
;;;Bydel - Vesterbro/Kongens Enghave;232;120;112
;;;Bydel - Valby;264;133;131
;;;Bydel - Vanløse;59;30;29
;;;Bydel - Brønshøj-Husum;357;191;166
;;;Bydel - Bispebjerg;179;99;80
;;;Bydel - Amager Øst;131;75;56
;;;Bydel - Amager Vest;435;210;225
;;;Bydel - Uden for inddeling;1;1;0
;;;Lokaludvalg - Indre By;27;15;12
;;;Lokaludvalg - Christianshavn;7;2;5
;;;Lokaludvalg - Østerbro;120;67;53
;;;Lokaludvalg - Nørrebro;99;45;54
;;;Lokaludvalg - Vesterbro;54;31;23
;;;Lokaludvalg - Kgs. Enghave;178;89;89
;;;Lokaludvalg - Valby;264;133;131
;;;Lokaludvalg - Vanløse;59;30;29
;;;Lokaludvalg - Brønshøj-Husum;357;191;166
;;;Lokaludvalg - Bispebjerg;179;99;80
;;;Lokaludvalg - Amager Øst;131;75;56
;;;Lokaludvalg - Amager Vest;435;210;225
;;;Lokaludvalg - Uden for inddeling;1;1;0
;;;Indre By - Middelalderbyen;4;1;3
;;;Indre By - Metropolzonen;1;1;0
;;;Indre By - Nansensgade-kvarteret;6;6;0
;;;Indre By - Øster Farimagsgade-kvarteret;9;4;5
;;;Indre By - Østerport;2;1;1
;;;Indre By - Frederiksstaden;3;2;1
;;;Indre By - Gammelholm og Nyhavn;2;0;2
;;;Christianshavn - Neden Vandet;5;2;3
;;;Christianshavn - Oven Vandet;1;0;1
;;;Christianshavn - Holmen og Refshaleøen;1;0;1
;;;Østerbro - Nord/Komponistkvarteret;0;0;0
;;;Østerbro - Svanemøllen Syd/Øst;17;9;8
;;;Østerbro - Århusgade Nord;7;3;4
;;;Østerbro - Århusgade Syd;9;4;5
;;;Østerbro - Rosenvænget;7;4;3
;;;Østerbro - Ny Ryvang;9;8;1
;;;Østerbro - Nord;16;10;6
;;;Østerbro - Nordhavn;28;20;8
;;;Østerbro - Lyngbyvej Vest;6;2;4
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;11;4;7
;;;Østerbro - Fælled;10;3;7
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;21;9;12
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;26;13;13
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;9;3;6
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;25;14;11
;;;Nørrebro - Haraldsgade-kvarteret;18;6;12
;;;Vesterbro - Vest;24;14;10
;;;Vesterbro - Central;8;5;3
;;;Vesterbro - Øst;4;0;4
;;;Vesterbro - Syd;18;12;6
;;;Kgs. Enghave - Bavnehøj;9;4;5
;;;Kgs. Enghave - Gl. Sydhavn;70;33;37
;;;Kgs. Enghave - Holmene;99;52;47
;;;Valby - Gl. Valby;22;14;8
;;;Valby - Syd;91;46;45
;;;Valby - Ålholm;10;2;8
;;;Valby - Valby Sydvest;102;48;54
;;;Valby - Vigerslev;39;23;16
;;;Vanløse - Jyllingevej Kvarter;19;9;10
;;;Vanløse - Jernbane Allé Kvarter;27;15;12
;;;Vanløse - Sallingvej Kvarter;8;4;4
;;;Vanløse - Grøndals Park Kvarter;5;2;3
;;;Brønshøj-Husum - Husum;103;52;51
;;;Brønshøj-Husum - Husum Nord;93;49;44
;;;Brønshøj-Husum - Tingbjerg;96;57;39
;;;Brønshøj-Husum - Brønshøj;19;14;5
;;;Brønshøj-Husum - Bellahøj;46;19;27
;;;Bispebjerg - Emdrup;10;6;4
;;;Bispebjerg- Ryparken-Lundehus;26;16;10
;;;Bispebjerg - Bispebjerg;20;11;9
;;;Bispebjerg - Utterslev;29;17;12
;;;Bispebjerg - Nordvest;94;49;45
;;;Amager Øst - Amagerbro Øst;37;18;19
;;;Amager Øst - Sundbyøster;15;7;8
;;;Amager Øst - Villakvartererne;20;9;11
;;;Amager Øst - Nordøstamager;59;41;18
;;;Amager Vest - Amagerbro Vest;1;0;1
;;;Amager Vest - Bryggen Syd;15;4;11
;;;Amager Vest - Faste Batteri;14;10;4
;;;Amager Vest - Gamle Bryggen;5;3;2
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);15;7;8
;;;Amager Vest - Kolonihavekvarteret;11;6;5
;;;Amager Vest - Sundbyvester;34;19;15
;;;Amager Vest - Sundholmsvejs kvarteret;24;12;12
;;;Amager Vest - Urbanplanen;19;10;9
;;;Amager Vest - Ørestad City;148;72;76
;;;Amager Vest - Ørestad Syd;149;67;82
;;5-9 years;København i alt;2051;1018;1033
;;;Bydel - Indre By;46;29;17
;;;Bydel - Østerbro;157;80;77
;;;Bydel - Nørrebro;129;63;66
;;;Bydel - Vesterbro/Kongens Enghave;236;115;121
;;;Bydel - Valby;312;152;160
;;;Bydel - Vanløse;72;39;33
;;;Bydel - Brønshøj-Husum;355;172;183
;;;Bydel - Bispebjerg;246;125;121
;;;Bydel - Amager Øst;136;63;73
;;;Bydel - Amager Vest;356;178;178
;;;Bydel - Uden for inddeling;6;2;4
;;;Lokaludvalg - Indre By;33;19;14
;;;Lokaludvalg - Christianshavn;13;10;3
;;;Lokaludvalg - Østerbro;157;80;77
;;;Lokaludvalg - Nørrebro;129;63;66
;;;Lokaludvalg - Vesterbro;58;32;26
;;;Lokaludvalg - Kgs. Enghave;178;83;95
;;;Lokaludvalg - Valby;312;152;160
;;;Lokaludvalg - Vanløse;72;39;33
;;;Lokaludvalg - Brønshøj-Husum;355;172;183
;;;Lokaludvalg - Bispebjerg;246;125;121
;;;Lokaludvalg - Amager Øst;136;63;73
;;;Lokaludvalg - Amager Vest;356;178;178
;;;Lokaludvalg - Uden for inddeling;6;2;4
;;;Indre By - Middelalderbyen;4;3;1
;;;Indre By - Metropolzonen;2;0;2
;;;Indre By - Nansensgade-kvarteret;0;0;0
;;;Indre By - Øster Farimagsgade-kvarteret;16;9;7
;;;Indre By - Østerport;7;4;3
;;;Indre By - Frederiksstaden;1;1;0
;;;Indre By - Gammelholm og Nyhavn;3;2;1
;;;Christianshavn - Neden Vandet;6;6;0
;;;Christianshavn - Oven Vandet;5;3;2
;;;Christianshavn - Holmen og Refshaleøen;2;1;1
;;;Østerbro - Nord/Komponistkvarteret;1;1;0
;;;Østerbro - Svanemøllen Syd/Øst;27;12;15
;;;Østerbro - Århusgade Nord;6;3;3
;;;Østerbro - Århusgade Syd;10;7;3
;;;Østerbro - Rosenvænget;10;7;3
;;;Østerbro - Ny Ryvang;15;9;6
;;;Østerbro - Nord;17;6;11
;;;Østerbro - Nordhavn;40;23;17
;;;Østerbro - Lyngbyvej Vest;7;5;2
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;8;2;6
;;;Østerbro - Fælled;16;5;11
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;22;8;14
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;33;19;14
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;19;9;10
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;25;8;17
;;;Nørrebro - Haraldsgade-kvarteret;30;19;11
;;;Vesterbro - Vest;15;6;9
;;;Vesterbro - Central;15;9;6
;;;Vesterbro - Øst;13;6;7
;;;Vesterbro - Syd;15;11;4
;;;Kgs. Enghave - Bavnehøj;7;4;3
;;;Kgs. Enghave - Gl. Sydhavn;70;33;37
;;;Kgs. Enghave - Holmene;101;46;55
;;;Valby - Gl. Valby;33;17;16
;;;Valby - Syd;130;66;64
;;;Valby - Ålholm;26;13;13
;;;Valby - Valby Sydvest;87;40;47
;;;Valby - Vigerslev;36;16;20
;;;Vanløse - Jyllingevej Kvarter;28;18;10
;;;Vanløse - Jernbane Allé Kvarter;25;11;14
;;;Vanløse - Sallingvej Kvarter;13;6;7
;;;Vanløse - Grøndals Park Kvarter;6;4;2
;;;Brønshøj-Husum - Husum;94;45;49
;;;Brønshøj-Husum - Husum Nord;99;48;51
;;;Brønshøj-Husum - Tingbjerg;103;47;56
;;;Brønshøj-Husum - Brønshøj;20;12;8
;;;Brønshøj-Husum - Bellahøj;39;20;19
;;;Bispebjerg - Emdrup;13;5;8
;;;Bispebjerg- Ryparken-Lundehus;66;30;36
;;;Bispebjerg - Bispebjerg;24;14;10
;;;Bispebjerg - Utterslev;30;18;12
;;;Bispebjerg - Nordvest;113;58;55
;;;Amager Øst - Amagerbro Øst;40;18;22
;;;Amager Øst - Sundbyøster;19;11;8
;;;Amager Øst - Villakvartererne;13;7;6
;;;Amager Øst - Nordøstamager;64;27;37
;;;Amager Vest - Amagerbro Vest;2;1;1
;;;Amager Vest - Bryggen Syd;5;2;3
;;;Amager Vest - Faste Batteri;4;3;1
;;;Amager Vest - Gamle Bryggen;7;3;4
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);9;6;3
;;;Amager Vest - Kolonihavekvarteret;13;6;7
;;;Amager Vest - Sundbyvester;31;14;17
;;;Amager Vest - Sundholmsvejs kvarteret;38;24;14
;;;Amager Vest - Urbanplanen;20;11;9
;;;Amager Vest - Ørestad City;118;55;63
;;;Amager Vest - Ørestad Syd;109;53;56
;;10-14 years;København i alt;1965;1007;958
;;;Bydel - Indre By;44;21;23
;;;Bydel - Østerbro;150;78;72
;;;Bydel - Nørrebro;147;77;70
;;;Bydel - Vesterbro/Kongens Enghave;236;118;118
;;;Bydel - Valby;289;148;141
;;;Bydel - Vanløse;82;40;42
;;;Bydel - Brønshøj-Husum;337;182;155
;;;Bydel - Bispebjerg;261;135;126
;;;Bydel - Amager Øst;117;52;65
;;;Bydel - Amager Vest;299;154;145
;;;Bydel - Uden for inddeling;3;2;1
;;;Lokaludvalg - Indre By;38;16;22
;;;Lokaludvalg - Christianshavn;6;5;1
;;;Lokaludvalg - Østerbro;150;78;72
;;;Lokaludvalg - Nørrebro;147;77;70
;;;Lokaludvalg - Vesterbro;61;30;31
;;;Lokaludvalg - Kgs. Enghave;175;88;87
;;;Lokaludvalg - Valby;289;148;141
;;;Lokaludvalg - Vanløse;82;40;42
;;;Lokaludvalg - Brønshøj-Husum;337;182;155
;;;Lokaludvalg - Bispebjerg;261;135;126
;;;Lokaludvalg - Amager Øst;117;52;65
;;;Lokaludvalg - Amager Vest;299;154;145
;;;Lokaludvalg - Uden for inddeling;3;2;1
;;;Indre By - Middelalderbyen;6;2;4
;;;Indre By - Metropolzonen;3;1;2
;;;Indre By - Nansensgade-kvarteret;1;0;1
;;;Indre By - Øster Farimagsgade-kvarteret;20;9;11
;;;Indre By - Østerport;4;3;1
;;;Indre By - Frederiksstaden;2;1;1
;;;Indre By - Gammelholm og Nyhavn;2;0;2
;;;Christianshavn - Neden Vandet;5;4;1
;;;Christianshavn - Oven Vandet;1;1;0
;;;Christianshavn - Holmen og Refshaleøen;0;0;0
;;;Østerbro - Nord/Komponistkvarteret;0;0;0
;;;Østerbro - Svanemøllen Syd/Øst;27;14;13
;;;Østerbro - Århusgade Nord;8;2;6
;;;Østerbro - Århusgade Syd;6;4;2
;;;Østerbro - Rosenvænget;16;9;7
;;;Østerbro - Ny Ryvang;15;7;8
;;;Østerbro - Nord;18;11;7
;;;Østerbro - Nordhavn;25;9;16
;;;Østerbro - Lyngbyvej Vest;6;5;1
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;8;5;3
;;;Østerbro - Fælled;21;12;9
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;15;9;6
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;47;25;22
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;25;9;16
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;33;17;16
;;;Nørrebro - Haraldsgade-kvarteret;27;17;10
;;;Vesterbro - Vest;17;10;7
;;;Vesterbro - Central;24;9;15
;;;Vesterbro - Øst;9;6;3
;;;Vesterbro - Syd;11;5;6
;;;Kgs. Enghave - Bavnehøj;12;7;5
;;;Kgs. Enghave - Gl. Sydhavn;94;43;51
;;;Kgs. Enghave - Holmene;69;38;31
;;;Valby - Gl. Valby;36;20;16
;;;Valby - Syd;131;63;68
;;;Valby - Ålholm;22;14;8
;;;Valby - Valby Sydvest;72;38;34
;;;Valby - Vigerslev;28;13;15
;;;Vanløse - Jyllingevej Kvarter;27;13;14
;;;Vanløse - Jernbane Allé Kvarter;34;17;17
;;;Vanløse - Sallingvej Kvarter;19;10;9
;;;Vanløse - Grøndals Park Kvarter;2;0;2
;;;Brønshøj-Husum - Husum;65;38;27
;;;Brønshøj-Husum - Husum Nord;118;66;52
;;;Brønshøj-Husum - Tingbjerg;77;41;36
;;;Brønshøj-Husum - Brønshøj;17;7;10
;;;Brønshøj-Husum - Bellahøj;60;30;30
;;;Bispebjerg - Emdrup;8;6;2
;;;Bispebjerg- Ryparken-Lundehus;71;35;36
;;;Bispebjerg - Bispebjerg;30;18;12
;;;Bispebjerg - Utterslev;31;17;14
;;;Bispebjerg - Nordvest;121;59;62
;;;Amager Øst - Amagerbro Øst;47;22;25
;;;Amager Øst - Sundbyøster;10;3;7
;;;Amager Øst - Villakvartererne;8;2;6
;;;Amager Øst - Nordøstamager;52;25;27
;;;Amager Vest - Amagerbro Vest;1;1;0
;;;Amager Vest - Bryggen Syd;7;2;5
;;;Amager Vest - Faste Batteri;3;2;1
;;;Amager Vest - Gamle Bryggen;4;3;1
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);9;6;3
;;;Amager Vest - Kolonihavekvarteret;8;5;3
;;;Amager Vest - Sundbyvester;26;14;12
;;;Amager Vest - Sundholmsvejs kvarteret;35;16;19
;;;Amager Vest - Urbanplanen;17;11;6
;;;Amager Vest - Ørestad City;102;56;46
;;;Amager Vest - Ørestad Syd;87;38;49
;;15-19 years;København i alt;2165;1188;977
;;;Bydel - Indre By;56;35;21
;;;Bydel - Østerbro;162;86;76
;;;Bydel - Nørrebro;286;170;116
;;;Bydel - Vesterbro/Kongens Enghave;229;126;103
;;;Bydel - Valby;265;151;114
;;;Bydel - Vanløse;81;36;45
;;;Bydel - Brønshøj-Husum;298;156;142
;;;Bydel - Bispebjerg;245;133;112
;;;Bydel - Amager Øst;240;141;99
;;;Bydel - Amager Vest;298;150;148
;;;Bydel - Uden for inddeling;5;4;1
;;;Lokaludvalg - Indre By;32;18;14
;;;Lokaludvalg - Christianshavn;24;17;7
;;;Lokaludvalg - Østerbro;162;86;76
;;;Lokaludvalg - Nørrebro;286;170;116
;;;Lokaludvalg - Vesterbro;51;25;26
;;;Lokaludvalg - Kgs. Enghave;178;101;77
;;;Lokaludvalg - Valby;265;151;114
;;;Lokaludvalg - Vanløse;81;36;45
;;;Lokaludvalg - Brønshøj-Husum;298;156;142
;;;Lokaludvalg - Bispebjerg;245;133;112
;;;Lokaludvalg - Amager Øst;240;141;99
;;;Lokaludvalg - Amager Vest;298;150;148
;;;Lokaludvalg - Uden for inddeling;5;4;1
;;;Indre By - Middelalderbyen;5;3;2
;;;Indre By - Metropolzonen;3;0;3
;;;Indre By - Nansensgade-kvarteret;4;2;2
;;;Indre By - Øster Farimagsgade-kvarteret;11;5;6
;;;Indre By - Østerport;2;1;1
;;;Indre By - Frederiksstaden;6;6;0
;;;Indre By - Gammelholm og Nyhavn;1;1;0
;;;Christianshavn - Neden Vandet;17;13;4
;;;Christianshavn - Oven Vandet;5;2;3
;;;Christianshavn - Holmen og Refshaleøen;2;2;0
;;;Østerbro - Nord/Komponistkvarteret;1;1;0
;;;Østerbro - Svanemøllen Syd/Øst;32;16;16
;;;Østerbro - Århusgade Nord;7;2;5
;;;Østerbro - Århusgade Syd;16;10;6
;;;Østerbro - Rosenvænget;30;16;14
;;;Østerbro - Ny Ryvang;18;11;7
;;;Østerbro - Nord;12;6;6
;;;Østerbro - Nordhavn;18;7;11
;;;Østerbro - Lyngbyvej Vest;10;6;4
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;7;4;3
;;;Østerbro - Fælled;11;7;4
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;38;23;15
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;123;84;39
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;28;8;20
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;51;32;19
;;;Nørrebro - Haraldsgade-kvarteret;46;23;23
;;;Vesterbro - Vest;20;12;8
;;;Vesterbro - Central;17;8;9
;;;Vesterbro - Øst;13;4;9
;;;Vesterbro - Syd;1;1;0
;;;Kgs. Enghave - Bavnehøj;10;7;3
;;;Kgs. Enghave - Gl. Sydhavn;115;65;50
;;;Kgs. Enghave - Holmene;53;29;24
;;;Valby - Gl. Valby;17;10;7
;;;Valby - Syd;139;86;53
;;;Valby - Ålholm;18;9;9
;;;Valby - Valby Sydvest;69;36;33
;;;Valby - Vigerslev;22;10;12
;;;Vanløse - Jyllingevej Kvarter;32;15;17
;;;Vanløse - Jernbane Allé Kvarter;29;12;17
;;;Vanløse - Sallingvej Kvarter;16;7;9
;;;Vanløse - Grøndals Park Kvarter;4;2;2
;;;Brønshøj-Husum - Husum;55;29;26
;;;Brønshøj-Husum - Husum Nord;110;61;49
;;;Brønshøj-Husum - Tingbjerg;71;32;39
;;;Brønshøj-Husum - Brønshøj;11;6;5
;;;Brønshøj-Husum - Bellahøj;51;28;23
;;;Bispebjerg - Emdrup;15;10;5
;;;Bispebjerg- Ryparken-Lundehus;56;32;24
;;;Bispebjerg - Bispebjerg;26;19;7
;;;Bispebjerg - Utterslev;32;17;15
;;;Bispebjerg - Nordvest;116;55;61
;;;Amager Øst - Amagerbro Øst;69;36;33
;;;Amager Øst - Sundbyøster;15;5;10
;;;Amager Øst - Villakvartererne;53;23;30
;;;Amager Øst - Nordøstamager;103;77;26
;;;Amager Vest - Amagerbro Vest;4;1;3
;;;Amager Vest - Bryggen Syd;4;2;2
;;;Amager Vest - Faste Batteri;2;1;1
;;;Amager Vest - Gamle Bryggen;1;1;0
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);7;0;7
;;;Amager Vest - Kolonihavekvarteret;13;7;6
;;;Amager Vest - Sundbyvester;28;13;15
;;;Amager Vest - Sundholmsvejs kvarteret;46;29;17
;;;Amager Vest - Urbanplanen;29;14;15
;;;Amager Vest - Ørestad City;91;45;46
;;;Amager Vest - Ørestad Syd;73;37;36
;;20-24 years;København i alt;4569;2285;2284
;;;Bydel - Indre By;186;90;96
;;;Bydel - Østerbro;180;90;90
;;;Bydel - Nørrebro;383;198;185
;;;Bydel - Vesterbro/Kongens Enghave;358;176;182
;;;Bydel - Valby;788;407;381
;;;Bydel - Vanløse;192;99;93
;;;Bydel - Brønshøj-Husum;748;369;379
;;;Bydel - Bispebjerg;451;222;229
;;;Bydel - Amager Øst;547;308;239
;;;Bydel - Amager Vest;711;304;407
;;;Bydel - Uden for inddeling;25;22;3
;;;Lokaludvalg - Indre By;159;73;86
;;;Lokaludvalg - Christianshavn;27;17;10
;;;Lokaludvalg - Østerbro;180;90;90
;;;Lokaludvalg - Nørrebro;383;198;185
;;;Lokaludvalg - Vesterbro;118;52;66
;;;Lokaludvalg - Kgs. Enghave;240;124;116
;;;Lokaludvalg - Valby;788;407;381
;;;Lokaludvalg - Vanløse;192;99;93
;;;Lokaludvalg - Brønshøj-Husum;748;369;379
;;;Lokaludvalg - Bispebjerg;451;222;229
;;;Lokaludvalg - Amager Øst;547;308;239
;;;Lokaludvalg - Amager Vest;711;304;407
;;;Lokaludvalg - Uden for inddeling;25;22;3
;;;Indre By - Middelalderbyen;78;49;29
;;;Indre By - Metropolzonen;12;3;9
;;;Indre By - Nansensgade-kvarteret;8;2;6
;;;Indre By - Øster Farimagsgade-kvarteret;15;4;11
;;;Indre By - Østerport;4;1;3
;;;Indre By - Frederiksstaden;34;12;22
;;;Indre By - Gammelholm og Nyhavn;8;2;6
;;;Christianshavn - Neden Vandet;7;4;3
;;;Christianshavn - Oven Vandet;15;9;6
;;;Christianshavn - Holmen og Refshaleøen;5;4;1
;;;Østerbro - Nord/Komponistkvarteret;5;3;2
;;;Østerbro - Svanemøllen Syd/Øst;33;21;12
;;;Østerbro - Århusgade Nord;14;7;7
;;;Østerbro - Århusgade Syd;12;5;7
;;;Østerbro - Rosenvænget;21;12;9
;;;Østerbro - Ny Ryvang;22;8;14
;;;Østerbro - Nord;9;6;3
;;;Østerbro - Nordhavn;21;7;14
;;;Østerbro - Lyngbyvej Vest;20;14;6
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;9;3;6
;;;Østerbro - Fælled;14;4;10
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;67;35;32
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;139;72;67
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;43;24;19
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;61;28;33
;;;Nørrebro - Haraldsgade-kvarteret;73;39;34
;;;Vesterbro - Vest;32;10;22
;;;Vesterbro - Central;51;24;27
;;;Vesterbro - Øst;21;13;8
;;;Vesterbro - Syd;14;5;9
;;;Kgs. Enghave - Bavnehøj;28;14;14
;;;Kgs. Enghave - Gl. Sydhavn;160;83;77
;;;Kgs. Enghave - Holmene;52;27;25
;;;Valby - Gl. Valby;58;29;29
;;;Valby - Syd;168;96;72
;;;Valby - Ålholm;43;20;23
;;;Valby - Valby Sydvest;358;190;168
;;;Valby - Vigerslev;161;72;89
;;;Vanløse - Jyllingevej Kvarter;75;43;32
;;;Vanløse - Jernbane Allé Kvarter;66;27;39
;;;Vanløse - Sallingvej Kvarter;34;19;15
;;;Vanløse - Grøndals Park Kvarter;17;10;7
;;;Brønshøj-Husum - Husum;226;118;108
;;;Brønshøj-Husum - Husum Nord;252;116;136
;;;Brønshøj-Husum - Tingbjerg;175;92;83
;;;Brønshøj-Husum - Brønshøj;43;21;22
;;;Brønshøj-Husum - Bellahøj;52;22;30
;;;Bispebjerg - Emdrup;24;7;17
;;;Bispebjerg- Ryparken-Lundehus;59;30;29
;;;Bispebjerg - Bispebjerg;45;17;28
;;;Bispebjerg - Utterslev;56;30;26
;;;Bispebjerg - Nordvest;267;138;129
;;;Amager Øst - Amagerbro Øst;136;60;76
;;;Amager Øst - Sundbyøster;45;20;25
;;;Amager Øst - Villakvartererne;240;144;96
;;;Amager Øst - Nordøstamager;126;84;42
;;;Amager Vest - Amagerbro Vest;9;4;5
;;;Amager Vest - Bryggen Syd;7;2;5
;;;Amager Vest - Faste Batteri;48;17;31
;;;Amager Vest - Gamle Bryggen;11;5;6
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);58;18;40
;;;Amager Vest - Kolonihavekvarteret;115;46;69
;;;Amager Vest - Sundbyvester;62;31;31
;;;Amager Vest - Sundholmsvejs kvarteret;96;43;53
;;;Amager Vest - Urbanplanen;41;18;23
;;;Amager Vest - Ørestad City;135;57;78
;;;Amager Vest - Ørestad Syd;129;63;66
;;25-29 years;København i alt;5927;2818;3109
;;;Bydel - Indre By;274;119;155
;;;Bydel - Østerbro;389;165;224
;;;Bydel - Nørrebro;467;235;232
;;;Bydel - Vesterbro/Kongens Enghave;606;287;319
;;;Bydel - Valby;938;460;478
;;;Bydel - Vanløse;256;139;117
